# list of object assets to load in this scene
[ASSETS]
mario.txt
brick.txt
coin.txt
goomba.txt
hud.txt
box.txt
turtle.txt
tree.txt
items.txt
effect.txt
#
[OBJECTS]
# type	x	y	extra_settings per object type
# type: 0 = Mario , 1 = Brick, 2 = Goomba, 3 = Koopas
# See OBJECT_TYPE constants in AssetIDs.h

#Tree
11	2072	180
9	408	164
10	2168	180

# BRICKS
1	0	196	100003
1	688	196	100005

1	16	196	100001
1	32	196	100001
1	48	196	100001
1	64	196	100001
1	80	196	100001
1	96	196	100001
1	112	196	100001
1	128	196	100001
1	144	196	100001
1	160	196	100001
1	176	196	100001
1	192	196	100001
1	208	196	100001
1	224	196	100001
1	240	196	100001
1	256	196	100001
1	272	196	100001
1	288	196	100001
1	304	196	100001
1	320	196	100001
1	336	196	100001
1	352	196	100001
1	368	196	100001
1	384	196	100001
1	400	196	100001
1	416	196	100001
1	432	196	100001
1	448	196	100001
1	464	196	100001
1	480	196	100001
1	496	196	100001
1	512	196	100001
1	528	196	100001
1	544	196	100001
1	560	196	100001
1	576	196	100001
1	592	196	100001
1	608	196	100001
1	624	196	100001
1	640	196	100001
1	656	196	100001
1	672	196	100001

1	704	196	100004
1	704	184	100003

1	1216	196	100006
1	1216	184	100005

1	720	196	100002
1	736	196	100002
1	752	196	100002
1	768	196	100002
1	784	196	100002
1	800	196	100002
1	816	196	100002
1	832	196	100002
1	848	196	100002
1	864	196	100002
1	880	196	100002
1	896	196	100002
1	912	196	100002
1	928	196	100002
1	944	196	100002
1	960	196	100002
1	976	196	100002
1	992	196	100002
1	1008	196	100002
1	1024	196	100002
1	1040	196	100002
1	1056	196	100002
1	1072	196	100002
1	1088	196	100002
1	1104	196	100002
1	1120	196	100002
1	1136	196	100002
1	1152	196	100002
1	1168	196	100002
1	1184	196	100002
1	1200	196	100002
		
1	720	184	100001
1	736	184	100001
1	752	184	100001
1	768	184	100001
1	784	184	100001
1	800	184	100001
1	816	184	100001
1	832	184	100001
1	848	184	100001
1	864	184	100001
1	880	184	100001
1	896	184	100001
1	912	184	100001
1	928	184	100001
1	944	184	100001
1	960	184	100001
1	976	184	100001
1	992	184	100001
1	1008	184	100001
1	1024	184	100001
1	1040	184	100001
1	1056	184	100001
1	1072	184	100001
1	1088	184	100001
1	1104	184	100001
1	1120	184	100001
1	1136	184	100001
1	1152	184	100001
1	1168	184	100001
1	1184	184	100001
1	1200	184	100001

1	1296	196	100003	81
1	1712	196	100005	107

1	1312	196	100001	82
1	1328	196	100001	83
1	1344	196	100001	84
1	1360	196	100001	85
1	1376	196	100001	86
1	1392	196	100001	87
1	1408	196	100001	88
1	1424	196	100001	89
1	1440	196	100001	90
1	1456	196	100001	91
1	1472	196	100001	92
1	1488	196	100001	93
1	1504	196	100001	94
1	1520	196	100001	95
1	1536	196	100001	96
1	1552	196	100001	97
1	1568	196	100001	98
1	1584	196	100001	99
1	1600	196	100001	100
1	1616	196	100001	101
1	1632	196	100001	102
1	1648	196	100001	103
1	1664	196	100001	104
1	1680	196	100001	105
1	1696	196	100001	106

1	1760	196	100003	110
1	1840	196	100005	115

1	1776	196	100001	111
1	1792	196	100001	112
1	1808	196	100001	113
1	1824	196	100001	114

1	1904	196	100003	119
1	2512	196	100005	157

1	1920	196	100001	120
1	1936	196	100001	121
1	1952	196	100001	122
1	1968	196	100001	123
1	1984	196	100001	124
1	2000	196	100001	125
1	2016	196	100001	126
1	2032	196	100001	127
1	2048	196	100001	128
1	2064	196	100001	129
1	2080	196	100001	130
1	2096	196	100001	131
1	2112	196	100001	132
1	2128	196	100001	133
1	2144	196	100001	134
1	2160	196	100001	135
1	2176	196	100001	136
1	2192	196	100001	137
1	2208	196	100001	138
1	2224	196	100001	139
1	2240	196	100001	140
1	2256	196	100001	141
1	2272	196	100001	142
1	2288	196	100001	143
1	2304	196	100001	144
1	2320	196	100001	145
1	2336	196	100001	146
1	2352	196	100001	147
1	2368	196	100001	148
1	2384	196	100001	149
1	2400	196	100001	150
1	2416	196	100001	151
1	2432	196	100001	152
1	2448	196	100001	153
1	2464	196	100001	154
1	2480	196	100001	155
1	2496	196	100001	156

1	2560	196	100003	160
1	2576	196	100001	161
1	2592	196	100001	162
1	2608	196	100001	163
1	2624	196	100001	164
1	2640	196	100001	165
1	2656	196	100001	166
1	2672	196	100001	167
1	2688	196	100001	168
1	2704	196	100001	169
1	2720	196	100001	170
1	2736	196	100001	171
1	2752	196	100001	172
1	2768	196	100001	173
1	2784	196	100001	174
1	2800	196	100001	175
1	2816	196	100001	176
1	2832	196	100001	177
1	2848	196	100001	178
1	2864	196	100001	179
1	2880	196	100001	180
1	2896	196	100001	181
1	2912	196	100001	182
1	2928	196	100001	183
1	2944	196	100001	184
1	2960	196	100001	185
1	2976	196	100001	186
1	2992	196	100001	187
1	3008	196	100001	188
1	3024	196	100001	189
1	3040	196	100001	190
1	3056	196	100001	191
1	3072	196	100001	192
1	3088	196	100001	193
1	3104	196	100001	194
1	3120	196	100001	195
1	3136	196	100001	196
1	3152	196	100001	197
1	3168	196	100001	198
1	3184	196	100001	199
1	3200	196	100001	200
1	3216	196	100001	201
1	3232	196	100001	202
1	3248	196	100001	203
1	3264	196	100001	204
1	3280	196	100001	205
1	3296	196	100001	206
1	3312	196	100001	207
1	3328	196	100001	208
1	3344	196	100001	209
1	3360	196	100001	210
1	3376	196	100001	211
1	3392	196	100001	212
1	3408	196	100001	213
1	3424	196	100001	214
1	3440	196	100001	215
1	3456	196	100001	216
1	3472	196	100001	217
1	3488	196	100001	218
1	3504	196	100001	219
1	3520	196	100001	220
1	3536	196	100001	221
1	3552	196	100001	222
1	3568	196	100001	223
1	3584	196	100001	224
1	3600	196	100001	225
1	3616	196	100001	226
1	3632	196	100001	227
1	3648	196	100001	228
1	3664	196	100001	229
1	3680	196	100001	230
1	3696	196	100001	231
1	3712	196	100001	232
1	3728	196	100001	233
1	3744	196	100001	234
1	3760	196	100001	235
1	3776	196	100001	236
1	3792	196	100001	237
1	3808	196	100001	238
1	3824	196	100001	239
1	3840	196	100001	240
1	3856	196	100001	241
1	3872	196	100001	242
1	3888	196	100001	243
1	3904	196	100001	244
1	3920	196	100001	245
1	3936	196	100001	246
1	3952	196	100001	247
1	3968	196	100001	248
1	3984	196	100001	249
1	4000	196	100001	250
1	4016	196	100001	251
1	4032	196	100001	252
1	4048	196	100001	253
1	4064	196	100001	254
